"Name","K","Kin","Kout","TypeI","TypeII"
"FGFR1",47,40,7,0,1
"SYT1",34,28,6,0,1
"RPS6KA3",82,73,9,0,1
"ICAM1",27,23,4,0,1
"FKBP1A",36,35,1,0,1
"GATA1",374,3,371,0,1
"VHL",47,41,6,0,1
"FLT3LG",5,4,1,0,1
"FMR1",49,46,3,0,1
"SYNJ1",35,28,7,0,1
"NR1H3",98,12,86,0,1
"SAA1",13,11,2,0,1
"TAF10",22,13,9,0,1
"FXR2",30,24,6,0,1
"GIPC1",24,18,6,0,1
"GOPC",31,23,8,0,1
"MAGI3",27,25,2,0,1
"RYK",27,25,2,0,1
"WNT1",18,16,2,0,1
"GABARAPL2",6,5,1,0,1
"GABBR1",22,20,2,0,1
"SH3GL3",9,4,5,0,1
"GAS1",34,32,2,0,1
"GATA2",166,13,153,0,1
"GBP2",13,11,2,0,1
"MAPK8IP2",19,15,4,0,1
"GDI2",23,22,1,0,1
"GDNF",57,55,2,0,1
"NCAM1",13,10,3,0,1
"RET",14,12,2,0,1
"GGA1",37,32,5,0,1
"GGA2",51,43,8,0,1
"M6PR",24,23,1,0,1
"GGA3",45,41,4,0,1
"GHR",29,19,10,0,1
"GHRL",2,1,1,0,1
"TRPC3",24,18,6,0,1
"GNB1",49,45,4,0,1
"RGS4",25,22,3,0,1
"GNAI3",45,35,10,0,1
"PLCB1",35,31,4,0,1
"GNAS",42,40,2,0,1
"NMT1",27,26,1,0,1
"PTN",19,5,14,0,1
"TUBB",53,46,7,0,1
"NUDT18",22,17,5,0,1
"GOLGA2",25,18,7,0,1
"GOLGA4",37,35,2,0,1
"STX6",51,47,4,0,1
"LRSAM1",16,12,4,0,1
"HTR1A",6,5,1,0,1
"STUB1",16,5,11,0,1
"GRM1",19,16,3,0,1
"GPRASP2",16,9,7,0,1
"PICK1",15,5,10,0,1
"GRK6",28,24,4,0,1
"SLC9A3R1",27,18,9,0,1
"PPM1A",61,56,5,0,1
"KIF5B",58,56,2,0,1
"MICAL1",13,9,4,0,1
"TAF1C",8,5,3,0,1
"H3F3A",19,18,1,0,1
"TCF3",389,27,362,0,1
"HAND2",90,31,59,0,1
"MMP2",56,37,19,0,1
"SMAD7",65,58,7,0,1
"PLAU",20,15,5,0,1
"SHH",29,28,1,0,1
"VDAC2",15,14,1,0,1
"HK3",5,4,1,0,1
"NR1H2",62,12,50,0,1
"HNRNPA1",95,89,6,0,1
"MEIS1",46,39,7,0,1
"PBX1",206,35,171,0,1
"PBX2",25,21,4,0,1
"HOXB7",8,6,2,0,1
"HSPBP1",8,6,2,0,1
"HSPA5",43,38,5,0,1
"ITGA4",22,16,6,0,1
"ELK4",123,96,27,0,1
"ID3",36,32,4,0,1
"IFNAR1",62,55,7,0,1
"IGF2",52,47,5,0,1
"IL12B",8,7,1,0,1
"IL4R",12,4,8,0,1
"NDN",18,15,3,0,1
"SIGIRR",9,7,2,0,1
"TICAM2",13,9,4,0,1
"IRAK1",40,25,15,0,1
"NGFR",36,26,10,0,1
"IL21",2,1,1,0,1
"PTPN6",56,16,40,0,1
"SDC1",29,26,3,0,1
"ILK",30,23,7,0,1
"LIMS1",67,62,5,0,1
"RNF19A",37,30,7,0,1
"IRF3",33,15,18,0,1
"TLN1",69,61,8,0,1
"ITGB7",8,3,5,0,1
"PCSK5",32,30,2,0,1
"LTB",17,15,2,0,1
"NME1",24,22,2,0,1
"PRKG1",47,34,13,0,1
"KCTD15",52,51,1,0,1
"RAN",63,58,5,0,1
"ZBTB16",70,41,29,0,1
"SPRED1",84,81,3,0,1
"KLRD1",28,27,1,0,1
"LEF1",30,19,11,0,1
"TMPO",52,48,4,0,1
"LNPEP",101,100,1,0,1
"TRIP6",19,14,5,0,1
"LRPAP1",45,43,2,0,1
"LSM4",25,19,6,0,1
"LSM5",15,10,5,0,1
"UTP14A",20,15,5,0,1
"LTA",4,2,2,0,1
"PTCD3",33,32,1,0,1
"PNKP",7,5,2,0,1
"MAP3K2",123,120,3,0,1
"MAPK8IP3",25,18,7,0,1
"PHC2",22,17,5,0,1
"MAST2",14,12,2,0,1
"TTF2",41,34,7,0,1
"ZNF512B",70,65,5,0,1
"POMC",7,4,3,0,1
"MEF2A",108,49,59,0,1
"MEOX2",24,23,1,0,1
"PAX3",27,26,1,0,1
"MID2",16,15,1,0,1
"RIT1",17,15,2,0,1
"NPPA",3,2,1,0,1
"MYBBP1A",15,14,1,0,1
"MYBL2",67,18,49,0,1
"RAB11A",49,46,3,0,1
"TNNT1",18,8,10,0,1
"NADSYN1",8,7,1,0,1
"STX1A",14,10,4,0,1
"NBR1",20,18,2,0,1
"WASL",77,67,10,0,1
"NR1D2",40,39,1,0,1
"NEDD8",12,5,7,0,1
"PSMD4",14,12,2,0,1
"NTRK1",12,3,9,0,1
"TRAF4",18,15,3,0,1
"NLGN3",13,11,2,0,1
"SFPQ",179,60,119,0,1
"NPY",2,1,1,0,1
"NR5A1",5,3,2,0,1
"STX4",43,37,6,0,1
"NUP98",50,43,7,0,1
"RANBP2",67,57,10,0,1
"EBF1",258,35,223,0,1
"PDCD10",36,35,1,0,1
"PDCD6IP",37,25,12,0,1
"RAD50",26,23,3,0,1
"PDGFRB",41,18,23,0,1
"SIAH2",23,22,1,0,1
"TUBG1",24,20,4,0,1
"UBAP2L",37,34,3,0,1
"POLE4",11,10,1,0,1
"POLR2E",25,21,4,0,1
"POLR3F",41,39,2,0,1
"PORCN",11,10,1,0,1
"WNT3A",8,6,2,0,1
"WBP11",30,25,5,0,1
"RABGGTB",17,15,2,0,1
"SDCBP",33,28,5,0,1
"RAB5B",75,71,4,0,1
"VAMP2",25,22,3,0,1
"RAP1GAP",7,6,1,0,1
"RFX1",37,30,7,0,1
"RFX5",94,9,85,0,1
"RIMS1",17,16,1,0,1
"TICAM1",6,3,3,0,1
"ROBO2",27,24,3,0,1
"SRF",241,23,218,0,1
"SCARB1",15,12,3,0,1
"SMAD5",74,65,9,0,1
"YEATS4",13,12,1,0,1
"VDR",110,27,83,0,1
"SSTR5",3,1,2,0,1
"SYT7",68,66,2,0,1
"TRAP1",29,26,3,0,1
"TNFRSF10B",84,79,5,0,1
"TNFSF12",3,2,1,0,1
"TNFSF13",6,5,1,0,1
"TNFRSF13C",76,74,2,0,1
"TRAF5",13,11,2,0,1
"TNFRSF4",5,1,4,0,1
"TNFSF8",7,6,1,0,1
"WT1",28,26,2,0,1
"ZNF205",5,1,4,0,1
"ZBTB43",59,57,2,0,1
"hsa-miR-1269a",4,3,1,0,1
"hsa-miR-130a-5p",739,24,715,0,1
"hsa-miR-132-5p",238,32,206,0,1
"hsa-miR-135a-5p",253,8,245,0,1
"hsa-miR-142-5p",720,38,682,0,1
"hsa-miR-146a-5p",249,58,191,0,1
"hsa-miR-146b-5p",159,41,118,0,1
"hsa-miR-155-5p",408,46,362,0,1
"hsa-miR-181b-5p",636,53,583,0,1
"hsa-miR-18a-5p",400,51,349,0,1
"hsa-miR-206",145,4,141,0,1
"hsa-miR-21-5p",512,67,445,0,1
"hsa-miR-222-5p",368,16,352,0,1
"hsa-miR-223-5p",201,33,168,0,1
"hsa-miR-29b-2-5p",62,46,16,0,1
"hsa-miR-3124-5p",52,25,27,0,1
"hsa-miR-3614-5p",109,61,48,0,1
"hsa-miR-4473",41,27,14,0,1
"hsa-miR-506-5p",212,4,208,0,1
"hsa-miR-6762-5p",71,54,17,0,1
"hsa-miR-9-5p",658,43,615,0,1
"hsa-miR-92a-1-5p",563,37,526,0,1
