"Name","K","Kin","Kout","TypeI","TypeII"
"UBQLN4",73,46,27,0,1
"RAB35",20,19,1,0,1
"CTSG",14,7,7,0,1
"FGFR3",15,11,4,0,1
"C8orf33",46,40,6,0,1
"FEZ1",16,5,11,0,1
"HAP1",29,26,3,0,1
"CABLES1",19,18,1,0,1
"SIAH2",20,19,1,0,1
"MPP3",5,4,1,0,1
"CADPS2",11,9,2,0,1
"TUBA4A",16,11,5,0,1
"GPRASP2",19,12,7,0,1
"STRN4",22,16,6,0,1
"THBS1",114,103,11,0,1
"TRAF6",61,37,24,0,1
"CAPN1",25,19,6,0,1
"SPTAN1",29,18,11,0,1
"CAPN2",11,10,1,0,1
"CAPRIN1",81,80,1,0,1
"CASK",50,40,10,0,1
"EPB41",59,46,13,0,1
"PRKD2",27,24,3,0,1
"CASP1",15,10,5,0,1
"HTT",65,52,13,0,1
"CASP2",53,46,7,0,1
"DSP",38,36,2,0,1
"EEF1A1",60,44,16,0,1
"EIF2AK2",59,46,13,0,1
"NEDD4",54,51,3,0,1
"TOP1",27,25,2,0,1
"CASP4",11,7,4,0,1
"CLSPN",50,49,1,0,1
"RIPK1",16,12,4,0,1
"SUMO1",99,92,7,0,1
"NAIP",5,4,1,0,1
"FLNA",49,42,7,0,1
"RNF19A",40,35,5,0,1
"SUMO4",8,3,5,0,1
"ILK",35,29,6,0,1
"PTPRF",76,71,5,0,1
"CD5",17,14,3,0,1
"INSR",70,48,22,0,1
"ITCH",28,25,3,0,1
"KRT18",25,20,5,0,1
"SPRY2",32,30,2,0,1
"UBE2G1",52,50,2,0,1
"CRY1",8,4,4,0,1
"COPS6",47,32,15,0,1
"EHMT2",14,13,1,0,1
"CCR5",49,37,12,0,1
"CCR1",14,11,3,0,1
"VCAM1",35,32,3,0,1
"VCAN",71,61,10,0,1
"CCL21",7,4,3,0,1
"DPP4",11,5,6,0,1
"CCL3",12,11,1,0,1
"SRGN",26,24,2,0,1
"CCR3",14,7,7,0,1
"PIGR",35,34,1,0,1
"CDC25A",73,71,2,0,1
"PTMA",77,62,15,0,1
"CCNE1",38,32,6,0,1
"SKP2",47,40,7,0,1
"CDK7",12,10,2,0,1
"CCNK",33,27,6,0,1
"CDK9",48,41,7,0,1
"DVL3",58,54,4,0,1
"JAK1",78,49,29,0,1
