"Name","K","Kin","Kout","TypeI","TypeII"
"TUBA4A",13,9,4,0,1
"SMURF2",83,63,20,0,1
"ARHGEF11",19,14,5,0,1
"GNA13",77,63,14,0,1
"ARHGEF12",46,41,5,0,1
"CD44",43,35,8,0,1
"IGF1R",159,137,22,0,1
"ARHGEF18",21,20,1,0,1
"RHOA",50,45,5,0,1
"ARHGEF2",32,31,1,0,1
"CBLB",55,47,8,0,1
"SMARCE1",37,32,5,0,1
"SIN3A",74,68,6,0,1
"UBE2L3",19,17,2,0,1
"TUBB2B",18,12,6,0,1
"UBR1",39,28,11,0,1
"ARL4D",29,28,1,0,1
"ATP5J2",16,13,3,0,1
"WAS",22,11,11,0,1
"PRMT1",32,22,10,0,1
"MAPK1",199,175,24,0,1
"CHUK",48,32,16,0,1
"HIPK3",92,86,6,0,1
"MED8",36,32,4,0,1
"BIN1",18,13,5,0,1
"H3F3A",21,20,1,0,1
"ASGR1",22,19,3,0,1
"ASIP",3,2,1,0,1
"F11R",32,27,5,0,1
"CREB1",457,99,358,0,1
"GABPB1",99,95,4,0,1
"SPI1",413,20,393,0,1
"DDIT3",18,12,6,0,1
"CDC34",24,22,2,0,1
"LUC7L2",63,55,8,0,1
"POLR2C",17,13,4,0,1
"ATG12",38,35,3,0,1
"MDFI",43,39,4,0,1
"GABARAPL2",7,6,1,0,1
"MDM2",174,163,11,0,1
"RBBP8",30,25,5,0,1
"TOPBP1",33,29,4,0,1
"WRN",43,40,3,0,1
"XRCC5",47,41,6,0,1
"ATN1",53,33,20,0,1
"EWSR1",40,23,17,0,1
"LYST",21,18,3,0,1
"SUMO2",42,38,4,0,1
"BCL2",85,73,12,0,1
"RASSF1",22,15,7,0,1
"ATP5C1",20,18,2,0,1
"PSME3",70,65,5,0,1
"ATR",18,12,6,0,1
"CDK6",116,110,6,0,1
"DAZAP2",81,76,5,0,1
"FAM46A",57,53,4,0,1
"TRIM32",18,17,1,0,1
"COIL",51,45,6,0,1
"ATXN3",90,84,6,0,1
"PSMD7",25,23,2,0,1
"RAD23A",18,15,3,0,1
"RNF11",110,90,20,0,1
"CDC20",21,17,4,0,1
"CDC25B",36,35,1,0,1
"NME1",25,22,3,0,1
"PPP1CC",69,67,2,0,1
"CTNNB1",112,91,21,0,1
"DAB2",48,38,10,0,1
"DVL2",27,18,9,0,1
"JUP",20,17,3,0,1
"PPP2CA",90,78,12,0,1
"SH3GL1",31,23,8,0,1
"CBL",97,72,25,0,1
"PIK3R3",52,50,2,0,1
"B2M",32,30,2,0,1
"CD1B",2,1,1,0,1
"VCL",119,90,29,0,1
"BAD",21,10,11,0,1
"BCL2L1",50,47,3,0,1
"MAPK8",112,104,8,0,1
"YWHAQ",74,61,13,0,1
"HSPA1A",41,33,8,0,1
"BAIAP2",16,10,6,0,1
"C14orf1",31,28,3,0,1
"DIAPH1",54,52,2,0,1
"VDAC1",25,21,4,0,1
"MAP3K7",68,60,8,0,1
"CASP8",63,40,23,0,1
"CD2AP",76,72,4,0,1
"TRIP6",23,16,7,0,1
"IKBKG",61,55,6,0,1
"CDK2",70,63,7,0,1
"MAPK14",92,83,9,0,1
"PIN1",64,45,19,0,1
"NFKB2",79,12,67,0,1
"IGSF21",11,7,4,0,1
"GNA11",25,21,4,0,1
"PTPN11",93,50,43,0,1
"BDNF",36,33,3,0,1
"CPE",54,51,3,0,1
"RBL1",55,50,5,0,1
"NEK9",69,68,1,0,1
"BIRC2",29,18,11,0,1
"CASP7",26,18,8,0,1
"DIABLO",25,22,3,0,1
"UBB",51,37,14,0,1
"BLNK",15,12,3,0,1
"PHC1",30,28,2,0,1
"RING1",13,10,3,0,1
"RNF2",49,45,4,0,1
"COL1A1",62,49,13,0,1
"COL7A1",12,9,3,0,1
"HSPG2",30,25,5,0,1
"LAMA3",15,14,1,0,1
"BMPR2",86,73,13,0,1
"BNIP3L",38,33,5,0,1
"GNB5",18,16,2,0,1
"RINT1",12,10,2,0,1
"MAP2K1",48,38,10,0,1
"BRCA2",16,12,4,0,1
"KPNA1",66,63,3,0,1
"NFYA",213,52,161,0,1
"RBL2",39,35,4,0,1
"BRMS1",10,6,4,0,1
"PDLIM7",12,10,2,0,1
"EGFR",138,88,50,0,1
"BTK",32,7,25,0,1
"FAS",47,25,22,0,1
"HCK",39,26,13,0,1
"LYN",96,58,38,0,1
"MYD88",29,22,7,0,1
"PLCG2",70,57,13,0,1
"PRKCB",46,38,8,0,1
"PRKCQ",13,7,6,0,1
"SYK",58,33,25,0,1
"SKP1",45,42,3,0,1
"BUB1",34,29,5,0,1
"PLK1",46,32,14,0,1
"EHMT2",15,14,1,0,1
"C11orf58",33,28,5,0,1
"KIAA1377",32,13,19,0,1
"SF3B1",55,50,5,0,1
"TSNAX",20,18,2,0,1
"C3",43,36,7,0,1
"CTSG",9,5,4,0,1
"LRP1",41,34,7,0,1
"C8orf33",35,30,5,0,1
"FEZ1",15,7,8,0,1
"IMMT",35,22,13,0,1
"CSNK2A2",40,33,7,0,1
"CACHD1",26,24,2,0,1
"CACNA1C",52,51,1,0,1
"SIAH2",23,21,2,0,1
"DMD",52,47,5,0,1
"CALCOCO2",51,45,6,0,1
"MCM10",28,21,7,0,1
"CCNE1",28,27,1,0,1
"MYLK",70,65,5,0,1
"RYR1",5,3,2,0,1
"YWHAE",95,88,7,0,1
"LCK",69,36,33,0,1
"TRAF6",74,40,34,0,1
"PLCB2",5,3,2,0,1
"KCNA3",7,5,2,0,1
"CANX",88,78,10,0,1
"CAPNS1",32,26,6,0,1
"CAPRIN1",72,71,1,0,1
"TRAF1",61,50,11,0,1
"CASK",64,51,13,0,1
"PRKD2",31,27,4,0,1
"PLA2G4A",38,32,6,0,1
"CASP2",44,35,9,0,1
"CFLAR",28,18,10,0,1
"DSP",31,29,2,0,1
"EEF1A1",57,47,10,0,1
"EIF2AK2",57,46,11,0,1
"HTT",52,42,10,0,1
"IL16",14,12,2,0,1
"TOP1",26,23,3,0,1
"KRT18",31,22,9,0,1
"EFEMP2",15,13,2,0,1
"CSK",35,28,7,0,1
"HRAS",51,31,20,0,1
"INSR",77,50,27,0,1
"PTEN",108,102,6,0,1
"TGFBR1",115,72,43,0,1
"ITCH",28,25,3,0,1
"KHDRBS1",31,25,6,0,1
"PSMC1",13,9,4,0,1
"SPRY2",32,29,3,0,1
"SH3GL3",9,2,7,0,1
"TRIM28",48,45,3,0,1
"MPP3",7,6,1,0,1
"CCR5",41,32,9,0,1
"MMP1",8,6,2,0,1
"VCAM1",37,34,3,0,1
"CCL19",5,2,3,0,1
"CXCL13",6,5,1,0,1
"CCL21",6,3,3,0,1
"CTSD",18,13,5,0,1
"GOT2",25,22,3,0,1
"DPP4",8,5,3,0,1
"CCR3",12,7,5,0,1
"CDC25A",53,51,2,0,1
"CDC25C",11,7,4,0,1
"PCNA",43,37,6,0,1
"CDK8",28,27,1,0,1
"CDK9",38,28,10,0,1
"JAK1",67,37,30,0,1
"JAK2",53,26,27,0,1
"CD4",44,33,11,0,1
"CXCR4",19,13,6,0,1
"PTK2B",25,15,10,0,1
"SOD1",8,7,1,0,1
"VHL",43,37,6,0,1
"ITGB2",23,10,13,0,1
"TLR2",13,8,5,0,1
"ITGB1",92,61,31,0,1
"CD79A",12,7,5,0,1
"FYN",117,76,41,0,1
"PTPRC",32,20,12,0,1
"CD2",12,8,4,0,1
"CD5",14,11,3,0,1
"CD244",10,8,2,0,1
"LAT",20,9,11,0,1
"CD247",21,6,15,0,1
"JAK3",33,19,14,0,1
"SHC1",39,28,11,0,1
"TRAF2",90,24,66,0,1
"CD28",34,24,10,0,1
"GRAP2",46,38,8,0,1
"PIK3CG",26,22,4,0,1
"PLCG1",73,51,22,0,1
"CD36",16,8,8,0,1
"COL1A2",53,45,8,0,1
"THBS1",93,85,8,0,1
"YES1",67,62,5,0,1
"CD3E",16,12,4,0,1
"ITGAV",38,30,8,0,1
"PTK2",61,35,26,0,1
"SIRPA",38,33,5,0,1
"UBQLN1",49,41,8,0,1
"CD48",11,7,4,0,1
"CD59",44,43,1,0,1
"CTLA4",9,8,1,0,1
"CD81",29,25,4,0,1
"KIT",57,36,21,0,1
"COL4A1",53,48,5,0,1
"SAFB",24,18,6,0,1
"PRKCI",30,25,5,0,1
"RBPMS",24,22,2,0,1
"CTDSP1",26,24,2,0,1
"CTNND1",72,69,3,0,1
"PTPRF",62,58,4,0,1
"CDH2",35,33,2,0,1
"SMARCC1",50,39,11,0,1
"CUL9",9,8,1,0,1
"SPTBN4",21,17,4,0,1
"NR5A2",29,24,5,0,1
"NEK2",10,7,3,0,1
"CETP",3,2,1,0,1
"DAXX",25,18,7,0,1
"PRKG1",49,37,12,0,1
"SNAP23",45,38,7,0,1
"CGN",12,9,3,0,1
"PML",19,13,6,0,1
"CHM",14,13,1,0,1
"CHMP1B",42,40,2,0,1
"CHMP2A",10,8,2,0,1
"CHMP4B",27,24,3,0,1
"GPRASP2",19,7,12,0,1
"GRK6",22,18,4,0,1
"GZMB",8,1,7,0,1
"HSP90AB1",46,43,3,0,1
"TANK",21,17,4,0,1
"CIB1",11,8,3,0,1
"RAC3",12,10,2,0,1
"PIP5K1B",7,5,2,0,1
"SUMO4",14,3,11,0,1
"CLSTN1",50,49,1,0,1
"MCM3AP",21,19,2,0,1
"HGS",36,20,16,0,1
"LEPR",23,12,11,0,1
"RABAC1",56,44,12,0,1
"PNN",38,33,5,0,1
"CNKSR1",6,4,2,0,1
"CNOT2",50,49,1,0,1
"CNOT7",45,42,3,0,1
"MET",55,37,18,0,1
"IL6ST",85,83,2,0,1
"PTPRB",29,26,3,0,1
"CNTNAP2",21,20,1,0,1
"TAF9",18,11,7,0,1
"SPARC",44,41,3,0,1
"PPL",32,31,1,0,1
"COL2A1",13,8,5,0,1
"COL3A1",34,31,3,0,1
"COL4A3BP",50,49,1,0,1
"HSPA8",85,72,13,0,1
"XRN2",22,19,3,0,1
"COPB1",29,24,5,0,1
"TRIM37",47,42,5,0,1
"MCF2",10,7,3,0,1
"GPS1",19,13,6,0,1
"COPS7A",13,10,3,0,1
"CORT",2,1,1,0,1
"POLA2",41,38,3,0,1
"CPNE1",26,25,1,0,1
"NFIL3",16,15,1,0,1
"EBF1",312,33,279,0,1
"ETS1",400,66,334,0,1
"HDAC3",26,19,7,0,1
"MAFG",40,36,4,0,1
"NCOA6",40,33,7,0,1
"PROX1",58,47,11,0,1
"SNIP1",58,55,3,0,1
"IRS2",46,38,8,0,1
"MAP4K1",11,7,4,0,1
"PXN",57,31,26,0,1
"CRKL",108,87,21,0,1
"HMGB1",90,88,2,0,1
"PER1",60,56,4,0,1
"CSF1",22,21,1,0,1
"INPP5D",13,5,8,0,1
"SOCS1",40,29,11,0,1
"CSF2",2,1,1,0,1
"CSF2RB",21,9,12,0,1
"RPSA",13,9,4,0,1
"GNB2L1",39,35,4,0,1
"HNRNPK",52,42,10,0,1
"CSNK1G2",17,16,1,0,1
"ITSN1",51,43,8,0,1
"CSTF2",53,51,2,0,1
"CTBP2",31,29,2,0,1
"SNRNP70",19,16,3,0,1
"CTGF",42,40,2,0,1
"NOV",14,11,3,0,1
"PPP2R5A",21,19,2,0,1
"ZFYVE9",68,59,9,0,1
"FGFR3",25,15,10,0,1
"NCF4",5,4,1,0,1
"FMR1",38,36,2,0,1
"TRIM23",34,32,2,0,1
"ITGB3",48,33,15,0,1
"ITGB5",24,16,8,0,1
"DAG1",41,36,5,0,1
"MCM3",32,26,6,0,1
"FBN1",70,66,4,0,1
"FLNA",54,43,11,0,1
"TRIM39",13,12,1,0,1
"EIF3E",19,13,6,0,1
"SRRM1",12,9,3,0,1
"MYO15A",2,1,1,0,1
"HSPD1",46,39,7,0,1
