"Name","K","Kin","Kout","TypeI","TypeII"
"NOV",13,9,4,0,1
"PPP2R5A",8,7,1,0,1
"ZFYVE9",17,11,6,0,1
"ERBB2IP",17,15,2,0,1
"CTSD",9,3,6,0,1
"CTTN",6,3,3,0,1
"LGALS3",13,9,4,0,1
"NCF4",5,4,1,0,1
"CYCS",5,3,2,0,1
"FMR1",14,12,2,0,1
"TRIM23",14,10,4,0,1
"PAFAH1B1",30,24,6,0,1
"DAG1",11,6,5,0,1
"TLE1",3,2,1,0,1
"MCM3",11,5,6,0,1
"MCM7",26,18,8,0,1
"SF1",23,20,3,0,1
"SRRM1",8,4,4,0,1
"DFNB31",2,1,1,0,1
"MYO15A",2,1,1,0,1
"HSPD1",24,19,5,0,1
"PTCH1",17,16,1,0,1
"DIAPH2",21,20,1,0,1
"DLEU1",6,4,2,0,1
"DLG1",46,13,33,0,1
"GNG13",3,2,1,0,1
"KCNA2",8,5,3,0,1
"DLG2",28,9,19,0,1
"NOS1",10,4,6,0,1
"DLG4",17,5,12,0,1
"NDOR1",14,13,1,0,1
"DLGAP4",6,3,3,0,1
"FLII",8,5,3,0,1
"SOX10",22,9,13,0,1
"DTNB",8,6,2,0,1
"HSPA1B",15,14,1,0,1
"DNMBP",8,5,3,0,1
"KIAA1279",9,5,4,0,1
"VTA1",24,18,6,0,1
"EMD",13,10,3,0,1
"DPYSL2",22,21,1,0,1
"TUBB",19,13,6,0,1
"NCK1",53,14,39,0,1
"NUP62",7,6,1,0,1
"MAPK11",8,7,1,0,1
"DUSP23",12,7,5,0,1
"PRPF3",4,2,2,0,1
"PNN",11,6,5,0,1
"NDUFA4L2",5,2,3,0,1
"PARD3",14,7,7,0,1
"MYO5A",15,13,2,0,1
"VDAC1",7,3,4,0,1
"MBP",25,6,19,0,1
"TFDP1",9,5,4,0,1
"E2F6",13,2,11,0,1
"ECH1",9,6,3,0,1
"RHOG",6,4,2,0,1
"FURIN",12,9,3,0,1
"GNA11",6,4,2,0,1
"EXOSC4",17,9,8,0,1
"IMMT",16,7,9,0,1
"GADD45A",16,11,5,0,1
"EFNA1",13,11,2,0,1
"EFNA4",5,4,1,0,1
"HOMER1",21,13,8,0,1
"PTPN13",14,9,5,0,1
"GOLM1",4,3,1,0,1
"SNRPD2",13,5,8,0,1
"TRIM27",8,6,2,0,1
"UPF2",20,11,9,0,1
"EIF3L",7,6,1,0,1
"EIF3E",9,4,5,0,1
"GADD45G",19,11,8,0,1
"MVD",4,3,1,0,1
"FUNDC2",5,2,3,0,1
"GNB2L1",19,14,5,0,1
"ID2",12,7,5,0,1
"ENAH",43,34,9,0,1
"ING4",8,6,2,0,1
"EPHB6",6,3,3,0,1
"SYNCRIP",25,22,3,0,1
"ERBB2",18,10,8,0,1
"FLI1",85,23,62,0,1
"PIK3CB",21,13,8,0,1
"GATA3",56,12,44,0,1
"EXOSC6",13,3,10,0,1
"RAB27A",17,10,7,0,1
"EZH2",30,8,22,0,1
"F10",11,9,2,0,1
"TJP1",36,26,10,0,1
"F2R",16,11,5,0,1
"F2RL2",10,6,4,0,1
"F2RL3",3,2,1,0,1
"RAP1A",38,23,15,0,1
"RABAC1",29,18,11,0,1
"FASLG",22,17,5,0,1
"TNFRSF1A",29,13,16,0,1
"FCER1G",10,3,7,0,1
"ZAP70",28,3,25,0,1
"FEZ1",18,5,13,0,1
"FGF1",19,13,6,0,1
"FGFR1",23,18,5,0,1
"SYT1",4,2,2,0,1
"RPS6KA3",49,40,9,0,1
"FIGF",5,3,2,0,1
"GATA1",102,4,98,0,1
"SHBG",5,2,3,0,1
"SYNJ1",14,7,7,0,1
"PTPRF",10,6,4,0,1
"TAF10",19,8,11,0,1
"RALYL",2,1,1,0,1
"SNAP23",23,15,8,0,1
"GIPC1",21,14,7,0,1
"RYK",8,7,1,0,1
"FZD9",7,5,2,0,1
"GABBR2",9,8,1,0,1
"PPP3CA",15,7,8,0,1
