"cause","effect"
"JUND","hsa-miR-1181"
"JUND","hsa-miR-1183"
"JUND","hsa-miR-1184"
"JUND","hsa-miR-1205"
"JUND","hsa-miR-1207-5p"
"JUND","hsa-miR-1208"
"JUND","hsa-miR-1224-5p"
"JUND","hsa-miR-1226-5p"
"JUND","hsa-miR-1228-5p"
"JUND","hsa-miR-1229-5p"
"JUND","hsa-miR-1245a"
"JUND","hsa-miR-1245b-5p"
"JUND","hsa-miR-1251-5p"
"JUND","hsa-miR-1255a"
"JUND","hsa-miR-1255b-5p"
"JUND","hsa-miR-125b-5p"
"JUND","hsa-miR-126-5p"
"JUND","hsa-miR-1271-5p"
"JUND","hsa-miR-1277-5p"
"JUND","hsa-miR-1278"
"JUND","hsa-miR-128-2-5p"
"JUND","hsa-miR-1287-5p"
"JUND","hsa-miR-1288-5p"
"JUND","hsa-miR-1290"
"JUND","hsa-miR-1296-5p"
"JUND","hsa-miR-1306-5p"
"JUND","hsa-miR-1307-5p"
"JUND","hsa-miR-130b-5p"
"JUND","hsa-miR-1343-5p"
"JUND","hsa-miR-139-5p"
"JUND","hsa-miR-140-5p"
"JUND","hsa-miR-142-5p"
"JUND","hsa-miR-144-5p"
"JUND","hsa-miR-146b-5p"
"JUND","hsa-miR-148a-5p"
"JUND","hsa-miR-148b-5p"
"JUND","hsa-miR-153-3p"
"JUND","hsa-miR-153-5p"
"JUND","hsa-miR-1537-5p"
"JUND","hsa-miR-1538"
"JUND","hsa-miR-17-5p"
"JUND","hsa-miR-181c-5p"
"JUND","hsa-miR-181d-5p"
"JUND","hsa-miR-182-5p"
"JUND","hsa-miR-186-5p"
"JUND","hsa-miR-18a-5p"
"JUND","hsa-miR-1908-5p"
"JUND","hsa-miR-191-5p"
"JUND","hsa-miR-1910-5p"
"JUND","hsa-miR-1914-5p"
"JUND","hsa-miR-193b-5p"
"JUND","hsa-miR-194-5p"
"JUND","hsa-miR-1972"
"JUND","hsa-miR-199a-5p"
"JUND","hsa-miR-19a-5p"
"JUND","hsa-miR-200c-5p"
"JUND","hsa-miR-208a-5p"
"JUND","hsa-miR-20a-5p"
"JUND","hsa-miR-210-5p"
"JUND","hsa-miR-216a-5p"
"JUND","hsa-miR-219a-5p"
"JUND","hsa-miR-22-5p"
"JUND","hsa-miR-2277-5p"
"JUND","hsa-miR-2278"
"JUND","hsa-miR-2355-5p"
"JUND","hsa-miR-23a-5p"
"JUND","hsa-miR-23b-5p"
"JUND","hsa-miR-24-1-5p"
"JUND","hsa-miR-24-2-5p"
"JUND","hsa-miR-2467-5p"
"JUND","hsa-miR-25-5p"
"JUND","hsa-miR-26a-5p"
"JUND","hsa-miR-29c-5p"
"JUND","hsa-miR-301a-5p"
"JUND","hsa-miR-30b-5p"
"JUND","hsa-miR-30d-5p"
"JUND","hsa-miR-30e-5p"
"JUND","hsa-miR-3116"
"JUND","hsa-miR-3121-5p"
"JUND","hsa-miR-3122"
"JUND","hsa-miR-3123"
"JUND","hsa-miR-3124-5p"
"JUND","hsa-miR-3125"
"JUND","hsa-miR-3126-5p"
"JUND","hsa-miR-3130-5p"
"JUND","hsa-miR-3131"
"JUND","hsa-miR-3134"
"JUND","hsa-miR-3136-5p"
"JUND","hsa-miR-3140-5p"
"JUND","hsa-miR-3143"
"JUND","hsa-miR-3146"
"JUND","hsa-miR-3150a-5p"
"JUND","hsa-miR-3150b-5p"
"JUND","hsa-miR-3152-5p"
"JUND","hsa-miR-3153"
"JUND","hsa-miR-3157-5p"
"JUND","hsa-miR-3158-5p"
"JUND","hsa-miR-3160-5p"
"JUND","hsa-miR-3169"
"JUND","hsa-miR-3170"
"JUND","hsa-miR-3174"
"JUND","hsa-miR-3176"
"JUND","hsa-miR-3180-5p"
"JUND","hsa-miR-3182"
"JUND","hsa-miR-3190-5p"
"JUND","hsa-miR-3191-5p"
"JUND","hsa-miR-3193"
"JUND","hsa-miR-3194-5p"
"JUND","hsa-miR-3198"
"JUND","hsa-miR-3202"
"JUND","hsa-miR-324-5p"
"JUND","hsa-miR-325"
"JUND","hsa-miR-330-5p"
"JUND","hsa-miR-331-5p"
"JUND","hsa-miR-337-5p"
"JUND","hsa-miR-338-5p"
"JUND","hsa-miR-33a-5p"
"JUND","hsa-miR-33b-5p"
"JUND","hsa-miR-361-5p"
"JUND","hsa-miR-3614-5p"
"JUND","hsa-miR-3615"
"JUND","hsa-miR-3649"
"JUND","hsa-miR-3652"
"JUND","hsa-miR-3661"
"JUND","hsa-miR-3663-5p"
"JUND","hsa-miR-3664-5p"
"JUND","hsa-miR-3677-5p"
"JUND","hsa-miR-3680-5p"
"JUND","hsa-miR-3691-5p"
"JUND","hsa-miR-378h"
"JUND","hsa-miR-378j"
"JUND","hsa-miR-381-5p"
"JUND","hsa-miR-384"
"JUND","hsa-miR-3909"
"JUND","hsa-miR-3913-5p"
"JUND","hsa-miR-3926"
"JUND","hsa-miR-3928-5p"
"JUND","hsa-miR-3936"
"JUND","hsa-miR-3945"
"JUND","hsa-miR-3973"
"JUND","hsa-miR-3978"
"JUND","hsa-miR-422a"
"JUND","hsa-miR-4252"
"JUND","hsa-miR-4254"
"JUND","hsa-miR-4256"
"JUND","hsa-miR-4257"
"JUND","hsa-miR-4258"
"JUND","hsa-miR-4260"
"JUND","hsa-miR-4261"
"JUND","hsa-miR-4263"
"JUND","hsa-miR-4275"
"JUND","hsa-miR-4276"
"JUND","hsa-miR-4278"
"JUND","hsa-miR-4280"
"JUND","hsa-miR-4282"
"JUND","hsa-miR-4287"
"JUND","hsa-miR-4289"
"JUND","hsa-miR-4293"
"JUND","hsa-miR-4295"
"JUND","hsa-miR-4296"
"JUND","hsa-miR-4298"
"JUND","hsa-miR-4304"
"JUND","hsa-miR-4307"
"JUND","hsa-miR-4308"
"JUND","hsa-miR-4420"
"JUND","hsa-miR-4434"
"JUND","hsa-miR-4437"
"JUND","hsa-miR-4438"
"JUND","hsa-miR-4440"
"JUND","hsa-miR-4441"
"JUND","hsa-miR-4449"
"JUND","hsa-miR-4451"
"JUND","hsa-miR-4458"
"JUND","hsa-miR-4462"
"JUND","hsa-miR-4463"
"JUND","hsa-miR-4467"
"JUND","hsa-miR-4470"
"JUND","hsa-miR-4479"
"JUND","hsa-miR-4482-5p"
"JUND","hsa-miR-4483"
"JUND","hsa-miR-4492"
"JUND","hsa-miR-4495"
"JUND","hsa-miR-4503"
"JUND","hsa-miR-4506"
"JUND","hsa-miR-4508"
"JUND","hsa-miR-4510"
"JUND","hsa-miR-4511"
"JUND","hsa-miR-4518"
"JUND","hsa-miR-4519"
"JUND","hsa-miR-451a"
"JUND","hsa-miR-451b"
"JUND","hsa-miR-4524a-5p"
"JUND","hsa-miR-4540"
"JUND","hsa-miR-4635"
"JUND","hsa-miR-4638-5p"
"JUND","hsa-miR-4639-5p"
"JUND","hsa-miR-4645-5p"
"JUND","hsa-miR-4657"
"JUND","hsa-miR-4659b-5p"
"JUND","hsa-miR-4665-5p"
"JUND","hsa-miR-4678"
"JUND","hsa-miR-4684-5p"
"JUND","hsa-miR-4687-5p"
"JUND","hsa-miR-4695-5p"
"JUND","hsa-miR-4696"
"JUND","hsa-miR-4703-5p"
"JUND","hsa-miR-4710"
"JUND","hsa-miR-4714-5p"
"JUND","hsa-miR-4716-5p"
"JUND","hsa-miR-4726-5p"
"JUND","hsa-miR-4728-5p"
"JUND","hsa-miR-4730"
"JUND","hsa-miR-4732-5p"
"JUND","hsa-miR-4733-5p"
"JUND","hsa-miR-4734"
"JUND","hsa-miR-4748"
"JUND","hsa-miR-4749-5p"
"JUND","hsa-miR-4750-5p"
"JUND","hsa-miR-4756-5p"
"JUND","hsa-miR-4764-5p"
"JUND","hsa-miR-4766-5p"
"JUND","hsa-miR-4768-5p"
"JUND","hsa-miR-4769-5p"
"JUND","hsa-miR-4782-5p"
"JUND","hsa-miR-4784"
"JUND","hsa-miR-4802-5p"
"JUND","hsa-miR-4803"
"JUND","hsa-miR-4804-5p"
"JUND","hsa-miR-486-5p"
"JUND","hsa-miR-487b-5p"
"JUND","hsa-miR-5001-5p"
"JUND","hsa-miR-5003-5p"
"JUND","hsa-miR-5004-5p"
"JUND","hsa-miR-5006-5p"
"JUND","hsa-miR-5047"
"JUND","hsa-miR-5094"
"JUND","hsa-miR-5187-5p"
"JUND","hsa-miR-5197-5p"
"JUND","hsa-miR-539-5p"
"JUND","hsa-miR-545-5p"
"JUND","hsa-miR-548a-3p"
"JUND","hsa-miR-548aa"
"JUND","hsa-miR-548aq-5p"
"JUND","hsa-miR-548aw"
"JUND","hsa-miR-548c-5p"
"JUND","hsa-miR-548g-5p"
"JUND","hsa-miR-548i"
"JUND","hsa-miR-548o-5p"
"JUND","hsa-miR-548s"
"JUND","hsa-miR-548v"
"JUND","hsa-miR-548w"
"JUND","hsa-miR-548z"
"JUND","hsa-miR-551a"
"JUND","hsa-miR-553"
"JUND","hsa-miR-554"
"JUND","hsa-miR-557"
"JUND","hsa-miR-558"
"JUND","hsa-miR-5582-5p"
"JUND","hsa-miR-5584-5p"
"JUND","hsa-miR-562"
"JUND","hsa-miR-568"
"JUND","hsa-miR-5683"
"JUND","hsa-miR-5684"
"JUND","hsa-miR-569"
"JUND","hsa-miR-5690"
"JUND","hsa-miR-5692b"
"JUND","hsa-miR-5692c"
"JUND","hsa-miR-5698"
"JUND","hsa-miR-5700"
"JUND","hsa-miR-5702"
"JUND","hsa-miR-5703"
"JUND","hsa-miR-5706"
"JUND","hsa-miR-5787"
"JUND","hsa-miR-579-5p"
"JUND","hsa-miR-580-5p"
"JUND","hsa-miR-581"
"JUND","hsa-miR-583"
"JUND","hsa-miR-584-5p"
"JUND","hsa-miR-587"
"JUND","hsa-miR-589-5p"
"JUND","hsa-miR-595"
"JUND","hsa-miR-601"
"JUND","hsa-miR-604"
"JUND","hsa-miR-605-5p"
"JUND","hsa-miR-6069"
"JUND","hsa-miR-6070"
"JUND","hsa-miR-6079"
"JUND","hsa-miR-6081"
"JUND","hsa-miR-6082"
"JUND","hsa-miR-6090"
"JUND","hsa-miR-612"
"JUND","hsa-miR-6124"
"JUND","hsa-miR-6125"
"JUND","hsa-miR-613"
"JUND","hsa-miR-6132"
"JUND","hsa-miR-614"
"JUND","hsa-miR-616-5p"
"JUND","hsa-miR-6165"
"JUND","hsa-miR-619-5p"
"JUND","hsa-miR-620"
"JUND","hsa-miR-625-5p"
"JUND","hsa-miR-632"
"JUND","hsa-miR-635"
"JUND","hsa-miR-637"
"JUND","hsa-miR-638"
"JUND","hsa-miR-643"
"JUND","hsa-miR-644a"
"JUND","hsa-miR-648"
"JUND","hsa-miR-649"
"JUND","hsa-miR-6504-5p"
"JUND","hsa-miR-6508-5p"
"JUND","hsa-miR-6512-5p"
"JUND","hsa-miR-6513-5p"
"JUND","hsa-miR-652-5p"
"JUND","hsa-miR-653-5p"
"JUND","hsa-miR-658"
"JUND","hsa-miR-659-5p"
"JUND","hsa-miR-661"
"JUND","hsa-miR-665"
"JUND","hsa-miR-671-5p"
"JUND","hsa-miR-6717-5p"
"JUND","hsa-miR-6719-3p"
"JUND","hsa-miR-6727-5p"
"JUND","hsa-miR-6733-5p"
"JUND","hsa-miR-6737-5p"
"JUND","hsa-miR-6741-5p"
"JUND","hsa-miR-6746-5p"
"JUND","hsa-miR-6752-5p"
"JUND","hsa-miR-6753-5p"
"JUND","hsa-miR-6754-5p"
"JUND","hsa-miR-6755-5p"
"JUND","hsa-miR-6756-5p"
"JUND","hsa-miR-6758-5p"
"JUND","hsa-miR-6759-5p"
"JUND","hsa-miR-6761-5p"
"JUND","hsa-miR-6766-5p"
"JUND","hsa-miR-6772-5p"
"JUND","hsa-miR-6775-5p"
"JUND","hsa-miR-6781-5p"
"JUND","hsa-miR-6783-5p"
"JUND","hsa-miR-6789-5p"
"JUND","hsa-miR-6793-5p"
"JUND","hsa-miR-6800-5p"
"JUND","hsa-miR-6802-5p"
"JUND","hsa-miR-6822-5p"
"JUND","hsa-miR-6824-5p"
"JUND","hsa-miR-6827-5p"
"JUND","hsa-miR-6828-5p"
"JUND","hsa-miR-6829-5p"
"JUND","hsa-miR-6840-5p"
"JUND","hsa-miR-6843-3p"
"JUND","hsa-miR-6846-5p"
"JUND","hsa-miR-6847-5p"
"JUND","hsa-miR-6849-5p"
"JUND","hsa-miR-6859-5p"
"JUND","hsa-miR-6861-5p"
"JUND","hsa-miR-6875-5p"
"JUND","hsa-miR-6878-5p"
"JUND","hsa-miR-6879-5p"
"JUND","hsa-miR-6892-5p"
"JUND","hsa-miR-6894-5p"
"JUND","hsa-miR-6895-5p"
"JUND","hsa-miR-7107-5p"
"JUND","hsa-miR-7109-5p"
"JUND","hsa-miR-711"
"JUND","hsa-miR-7110-5p"
"JUND","hsa-miR-7112-5p"
"JUND","hsa-miR-7150"
"JUND","hsa-miR-7156-5p"
"JUND","hsa-miR-7159-5p"
"JUND","hsa-miR-759"
"JUND","hsa-miR-760"
"JUND","hsa-miR-761"
"JUND","hsa-miR-762"
"JUND","hsa-miR-766-5p"
"JUND","hsa-miR-767-5p"
"JUND","hsa-miR-7705"
"JUND","hsa-miR-7844-5p"
"JUND","hsa-miR-7845-5p"
"JUND","hsa-miR-7847-3p"
"JUND","hsa-miR-7848-3p"
"JUND","hsa-miR-7974"
"JUND","hsa-miR-8055"
"JUND","hsa-miR-8058"
"JUND","hsa-miR-8064"
"JUND","hsa-miR-8066"
"JUND","hsa-miR-8067"
"JUND","hsa-miR-8069"
"JUND","hsa-miR-8072"
"JUND","hsa-miR-8075"
"JUND","hsa-miR-8077"
"JUND","hsa-miR-8082"
"JUND","hsa-miR-8084"
"JUND","hsa-miR-8086"
"JUND","hsa-miR-874-5p"
"JUND","hsa-miR-885-5p"
"JUND","hsa-miR-889-5p"
"JUND","hsa-miR-924"
"JUND","hsa-miR-92a-1-5p"
"JUND","hsa-miR-93-5p"
"JUND","hsa-miR-938"
"JUND","hsa-miR-939-5p"
"JUND","hsa-miR-940"
"JUND","hsa-miR-942-5p"
"JUND","hsa-miR-96-5p"
"JUND","hsa-miR-99a-5p"
"KAT5","hsa-miR-3648"
"KLF1","hsa-let-7b-5p"
"KLF1","hsa-let-7i-5p"
"KLF1","hsa-miR-100-5p"
"KLF1","hsa-miR-103a-2-5p"
"KLF1","hsa-miR-106b-5p"
"KLF1","hsa-miR-10a-5p"
"KLF1","hsa-miR-1180-5p"
"KLF1","hsa-miR-1224-5p"
"KLF1","hsa-miR-1226-5p"
"KLF1","hsa-miR-1228-5p"
"KLF1","hsa-miR-1238-5p"
"KLF1","hsa-miR-124-5p"
"KLF1","hsa-miR-1248"
"KLF1","hsa-miR-125b-5p"
"KLF1","hsa-miR-1271-5p"
"KLF1","hsa-miR-129-5p"
"KLF1","hsa-miR-1291"
"KLF1","hsa-miR-1292-5p"
"KLF1","hsa-miR-1296-5p"
"KLF1","hsa-miR-1301-5p"
"KLF1","hsa-miR-1304-5p"
"KLF1","hsa-miR-1306-5p"
"KLF1","hsa-miR-1307-5p"
"KLF1","hsa-miR-1343-5p"
"KLF1","hsa-miR-139-5p"
"KLF1","hsa-miR-140-5p"
"KLF1","hsa-miR-141-5p"
"KLF1","hsa-miR-144-5p"
"KLF1","hsa-miR-152-5p"
"KLF1","hsa-miR-153-3p"
"KLF1","hsa-miR-1538"
"KLF1","hsa-miR-15a-5p"
"KLF1","hsa-miR-16-5p"
"KLF1","hsa-miR-17-5p"
"KLF1","hsa-miR-181a-5p"
"KLF1","hsa-miR-181c-5p"
"KLF1","hsa-miR-181d-5p"
"KLF1","hsa-miR-182-5p"
"KLF1","hsa-miR-1825"
"KLF1","hsa-miR-185-5p"
"KLF1","hsa-miR-18a-5p"
"KLF1","hsa-miR-190a-5p"
"KLF1","hsa-miR-191-5p"
"KLF1","hsa-miR-192-5p"
"KLF1","hsa-miR-194-5p"
"KLF1","hsa-miR-195-5p"
"KLF1","hsa-miR-196a-5p"
"KLF1","hsa-miR-1976"
"KLF1","hsa-miR-19a-5p"
"KLF1","hsa-miR-19b-1-5p"
"KLF1","hsa-miR-200c-5p"
"KLF1","hsa-miR-20a-5p"
"KLF1","hsa-miR-210-5p"
"KLF1","hsa-miR-211-5p"
"KLF1","hsa-miR-218-5p"
"KLF1","hsa-miR-219a-5p"
"KLF1","hsa-miR-22-5p"
"KLF1","hsa-miR-23a-5p"
"KLF1","hsa-miR-23b-5p"
"KLF1","hsa-miR-24-1-5p"
"KLF1","hsa-miR-24-2-5p"
"KLF1","hsa-miR-26a-5p"
"KLF1","hsa-miR-27a-5p"
"KLF1","hsa-miR-27b-5p"
"KLF1","hsa-miR-301a-5p"
"KLF1","hsa-miR-3064-5p"
"KLF1","hsa-miR-30b-5p"
"KLF1","hsa-miR-30c-5p"
"KLF1","hsa-miR-30d-5p"
"KLF1","hsa-miR-3120-5p"
"KLF1","hsa-miR-3128"
"KLF1","hsa-miR-3130-5p"
"KLF1","hsa-miR-3131"
"KLF1","hsa-miR-3153"
"KLF1","hsa-miR-3180"
"KLF1","hsa-miR-3196"
"KLF1","hsa-miR-3199"
"KLF1","hsa-miR-32-5p"
"KLF1","hsa-miR-3200-5p"
"KLF1","hsa-miR-324-5p"
"KLF1","hsa-miR-330-5p"
"KLF1","hsa-miR-335-5p"
"KLF1","hsa-miR-33a-5p"
"KLF1","hsa-miR-342-5p"
"KLF1","hsa-miR-3605-5p"
"KLF1","hsa-miR-3614-5p"
"KLF1","hsa-miR-3615"
"KLF1","hsa-miR-3651"
"KLF1","hsa-miR-3654"
"KLF1","hsa-miR-3655"
"KLF1","hsa-miR-3665"
"KLF1","hsa-miR-3678-5p"
"KLF1","hsa-miR-3684"
"KLF1","hsa-miR-3691-5p"
"KLF1","hsa-miR-3909"
"KLF1","hsa-miR-3913-5p"
"KLF1","hsa-miR-3922-5p"
"KLF1","hsa-miR-3929"
"KLF1","hsa-miR-3942-5p"
"KLF1","hsa-miR-423-5p"
"KLF1","hsa-miR-425-5p"
"KLF1","hsa-miR-4421"
"KLF1","hsa-miR-4444"
"KLF1","hsa-miR-4470"
"KLF1","hsa-miR-4473"
"KLF1","hsa-miR-4474-5p"
"KLF1","hsa-miR-4478"
"KLF1","hsa-miR-4480"
"KLF1","hsa-miR-4504"
"KLF1","hsa-miR-4515"
"KLF1","hsa-miR-4517"
"KLF1","hsa-miR-4518"
"KLF1","hsa-miR-4519"
"KLF1","hsa-miR-4530"
"KLF1","hsa-miR-454-5p"
"KLF1","hsa-miR-4638-5p"
"KLF1","hsa-miR-4639-5p"
"KLF1","hsa-miR-4644"
"KLF1","hsa-miR-4646-5p"
"KLF1","hsa-miR-4648"
"KLF1","hsa-miR-4655-5p"
"KLF1","hsa-miR-4657"
"KLF1","hsa-miR-4658"
"KLF1","hsa-miR-4659a-5p"
"KLF1","hsa-miR-4663"
"KLF1","hsa-miR-4664-5p"
"KLF1","hsa-miR-4666a-5p"
"KLF1","hsa-miR-4680-5p"
"KLF1","hsa-miR-4698"
"KLF1","hsa-miR-4700-5p"
"KLF1","hsa-miR-4706"
"KLF1","hsa-miR-4707-5p"
"KLF1","hsa-miR-4712-5p"
"KLF1","hsa-miR-4720-5p"
"KLF1","hsa-miR-4730"
"KLF1","hsa-miR-4732-5p"
"KLF1","hsa-miR-4745-5p"
"KLF1","hsa-miR-4753-5p"
"KLF1","hsa-miR-4761-5p"
"KLF1","hsa-miR-4762-5p"
"KLF1","hsa-miR-4795-5p"
"KLF1","hsa-miR-4796-5p"
"KLF1","hsa-miR-4800-5p"
"KLF1","hsa-miR-484"
"KLF1","hsa-miR-491-5p"
"KLF1","hsa-miR-497-5p"
"KLF1","hsa-miR-5000-5p"
"KLF1","hsa-miR-5010-5p"
"KLF1","hsa-miR-5088-5p"
"KLF1","hsa-miR-5089-5p"
"KLF1","hsa-miR-5093"
"KLF1","hsa-miR-511-5p"
"KLF1","hsa-miR-5192"
"KLF1","hsa-miR-522-5p"
"KLF1","hsa-miR-544b"
"KLF1","hsa-miR-548ag"
"KLF1","hsa-miR-548aq-5p"
"KLF1","hsa-miR-548ar-5p"
"KLF1","hsa-miR-548d-5p"
"KLF1","hsa-miR-548l"
"KLF1","hsa-miR-551b-5p"
"KLF1","hsa-miR-5588-5p"
"KLF1","hsa-miR-5684"
"KLF1","hsa-miR-584-5p"
"KLF1","hsa-miR-585-5p"
"KLF1","hsa-miR-593-5p"
"KLF1","hsa-miR-606"
"KLF1","hsa-miR-607"
"KLF1","hsa-miR-6077"
"KLF1","hsa-miR-6125"
"KLF1","hsa-miR-6133"
"KLF1","hsa-miR-614"
"KLF1","hsa-miR-615-5p"
"KLF1","hsa-miR-625-5p"
"KLF1","hsa-miR-632"
"KLF1","hsa-miR-639"
"KLF1","hsa-miR-6499-5p"
"KLF1","hsa-miR-6506-5p"
"KLF1","hsa-miR-6511b-5p"
"KLF1","hsa-miR-6516-5p"
"KLF1","hsa-miR-658"
"KLF1","hsa-miR-659-5p"
"KLF1","hsa-miR-663a"
"KLF1","hsa-miR-664a-5p"
"KLF1","hsa-miR-671-5p"
"KLF1","hsa-miR-6726-5p"
"KLF1","hsa-miR-6729-5p"
"KLF1","hsa-miR-6730-5p"
"KLF1","hsa-miR-6743-5p"
"KLF1","hsa-miR-6748-5p"
"KLF1","hsa-miR-6751-5p"
"KLF1","hsa-miR-6753-5p"
"KLF1","hsa-miR-6754-5p"
"KLF1","hsa-miR-6755-5p"
"KLF1","hsa-miR-6756-5p"
"KLF1","hsa-miR-6761-5p"
"KLF1","hsa-miR-6767-5p"
"KLF1","hsa-miR-6768-5p"
"KLF1","hsa-miR-6769a-5p"
"KLF1","hsa-miR-6769b-5p"
"KLF1","hsa-miR-6773-5p"
"KLF1","hsa-miR-6779-5p"
"KLF1","hsa-miR-6781-5p"
"KLF1","hsa-miR-6782-5p"
"KLF1","hsa-miR-6784-5p"
"KLF1","hsa-miR-6802-5p"
"KLF1","hsa-miR-6806-5p"
"KLF1","hsa-miR-6815-5p"
"KLF1","hsa-miR-6817-5p"
"KLF1","hsa-miR-6820-5p"
"KLF1","hsa-miR-6821-5p"
"KLF1","hsa-miR-6824-5p"
"KLF1","hsa-miR-6833-5p"
"KLF1","hsa-miR-6835-5p"
"KLF1","hsa-miR-6836-5p"
"KLF1","hsa-miR-6848-5p"
"KLF1","hsa-miR-6849-5p"
"KLF1","hsa-miR-6854-5p"
"KLF1","hsa-miR-6857-5p"
"KLF1","hsa-miR-6859-5p"
"KLF1","hsa-miR-6864-5p"
"KLF1","hsa-miR-6867-5p"
"KLF1","hsa-miR-6876-5p"
"KLF1","hsa-miR-6878-5p"
"KLF1","hsa-miR-6879-5p"
"KLF1","hsa-miR-6881-5p"
"KLF1","hsa-miR-6884-5p"
"KLF1","hsa-miR-6888-5p"
"KLF1","hsa-miR-7109-5p"
"KLF1","hsa-miR-744-5p"
"KLF1","hsa-miR-760"
"KLF1","hsa-miR-762"
"KLF1","hsa-miR-7705"
"KLF1","hsa-miR-7844-5p"
"KLF1","hsa-miR-7852-3p"
"KLF1","hsa-miR-7855-5p"
"KLF1","hsa-miR-8077"
"KLF1","hsa-miR-877-5p"
"KLF1","hsa-miR-92a-1-5p"
"KLF1","hsa-miR-92b-5p"
"KLF1","hsa-miR-93-5p"
"KLF1","hsa-miR-937-5p"
"KLF1","hsa-miR-95-5p"
"KLF11","hsa-let-7b-5p"
"KLF11","hsa-let-7e-5p"
"KLF11","hsa-let-7i-5p"
"KLF11","hsa-miR-101-5p"
"KLF11","hsa-miR-103a-2-5p"
"KLF11","hsa-miR-107"
"KLF11","hsa-miR-1180-5p"
"KLF11","hsa-miR-1181"
"KLF11","hsa-miR-1183"
"KLF11","hsa-miR-1226-5p"
"KLF11","hsa-miR-1228-5p"
"KLF11","hsa-miR-1233-5p"
"KLF11","hsa-miR-1244"
"KLF11","hsa-miR-1255a"
"KLF11","hsa-miR-1255b-5p"
"KLF11","hsa-miR-1270"
"KLF11","hsa-miR-1271-5p"
"KLF11","hsa-miR-1277-5p"
"KLF11","hsa-miR-128-1-5p"
"KLF11","hsa-miR-1290"
"KLF11","hsa-miR-1307-5p"
"KLF11","hsa-miR-1322"
"KLF11","hsa-miR-1343-5p"
"KLF11","hsa-miR-146b-5p"
"KLF11","hsa-miR-148b-5p"
"KLF11","hsa-miR-15b-5p"
"KLF11","hsa-miR-16-5p"
"KLF11","hsa-miR-181a-5p"
"KLF11","hsa-miR-181b-5p"
"KLF11","hsa-miR-181c-5p"
"KLF11","hsa-miR-181d-5p"
"KLF11","hsa-miR-185-5p"
"KLF11","hsa-miR-191-5p"
"KLF11","hsa-miR-1913"
"KLF11","hsa-miR-21-5p"
"KLF11","hsa-miR-2110"
"KLF11","hsa-miR-22-5p"
"KLF11","hsa-miR-2278"
"KLF11","hsa-miR-2355-5p"
"KLF11","hsa-miR-23b-5p"
"KLF11","hsa-miR-25-5p"
"KLF11","hsa-miR-26a-5p"
"KLF11","hsa-miR-26b-5p"
"KLF11","hsa-miR-2909"
"KLF11","hsa-miR-296-5p"
"KLF11","hsa-miR-298"
"KLF11","hsa-miR-29b-2-5p"
"KLF11","hsa-miR-29c-5p"
"KLF11","hsa-miR-301a-5p"
"KLF11","hsa-miR-3064-5p"
"KLF11","hsa-miR-30c-5p"
"KLF11","hsa-miR-30e-5p"
"KLF11","hsa-miR-3122"
"KLF11","hsa-miR-3127-5p"
"KLF11","hsa-miR-3129-5p"
"KLF11","hsa-miR-3132"
"KLF11","hsa-miR-3139"
"KLF11","hsa-miR-3140-5p"
"KLF11","hsa-miR-3145-5p"
"KLF11","hsa-miR-3157-5p"
"KLF11","hsa-miR-3163"
"KLF11","hsa-miR-3173-5p"
"KLF11","hsa-miR-3175"
"KLF11","hsa-miR-3176"
"KLF11","hsa-miR-3193"
"KLF11","hsa-miR-3199"
"KLF11","hsa-miR-32-5p"
"KLF11","hsa-miR-330-5p"
"KLF11","hsa-miR-339-5p"
"KLF11","hsa-miR-33a-5p"
"KLF11","hsa-miR-3619-5p"
"KLF11","hsa-miR-3654"
"KLF11","hsa-miR-3671"
"KLF11","hsa-miR-3678-5p"
"KLF11","hsa-miR-378d"
"KLF11","hsa-miR-3913-5p"
"KLF11","hsa-miR-3944-5p"
"KLF11","hsa-miR-425-5p"
"KLF11","hsa-miR-4256"
"KLF11","hsa-miR-4257"
"KLF11","hsa-miR-4258"
"KLF11","hsa-miR-4295"
"KLF11","hsa-miR-4312"
"KLF11","hsa-miR-4315"
"KLF11","hsa-miR-4329"
"KLF11","hsa-miR-4423-5p"
"KLF11","hsa-miR-4438"
"KLF11","hsa-miR-4440"
"KLF11","hsa-miR-4441"
"KLF11","hsa-miR-4444"
"KLF11","hsa-miR-4453"
"KLF11","hsa-miR-4458"
"KLF11","hsa-miR-4482-5p"
"KLF11","hsa-miR-4515"
"KLF11","hsa-miR-4519"
"KLF11","hsa-miR-4530"
"KLF11","hsa-miR-454-5p"
"KLF11","hsa-miR-4638-5p"
"KLF11","hsa-miR-4642"
"KLF11","hsa-miR-4646-5p"
"KLF11","hsa-miR-4651"
"KLF11","hsa-miR-4676-5p"
"KLF11","hsa-miR-4677-5p"
"KLF11","hsa-miR-4690-5p"
"KLF11","hsa-miR-4695-5p"
"KLF11","hsa-miR-4707-5p"
"KLF11","hsa-miR-4709-5p"
"KLF11","hsa-miR-4710"
"KLF11","hsa-miR-4720-5p"
"KLF11","hsa-miR-4723-5p"
"KLF11","hsa-miR-4728-5p"
"KLF11","hsa-miR-4730"
"KLF11","hsa-miR-4745-5p"
"KLF11","hsa-miR-4750-5p"
"KLF11","hsa-miR-4753-5p"
"KLF11","hsa-miR-4762-5p"
"KLF11","hsa-miR-4763-5p"
"KLF11","hsa-miR-4769-5p"
"KLF11","hsa-miR-4774-5p"
